,ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
3420485,IDdgOyXoV,2017-01-10 17:14:16,1987432,456744,6906,99510044,b,Firefox,Mobile,0
1132429,IDNEpElfZ,2017-01-18 16:07:29,9882973,998857,61208,27723861,a,Firefox,Mobile,0
6647860,IDtV92zb8,2017-01-14 11:29:19,3452065,374406,6906,99510044,a,Firefox,Mobile,0
10974120,IDZp6T0yn,2017-01-14 11:41:32,250705,148368,92902,555603,a,Google Chrome,Mobile,1
10191471,ID6Mf8vxD,2017-01-16 08:33:10,9800939,228990,23576,45446370,b,Mozilla Firefox,Desktop,0
12055020,IDeXDMsyu,2017-01-20 12:55:59,608386,528286,21380,80720921,e,Mozilla Firefox,Desktop,0
7814449,IDu3phWJ3,2017-01-15 12:11:34,4332531,83512,12052,17581428,d,InternetExplorer,Desktop,1
3061421,IDhvDSU4e,2017-01-16 14:32:19,,820081,96313,31261303,b,Firefox,Mobile,0
3036468,IDqSBmkB5,2017-01-20 15:51:53,6057594,368876,5602,72451969,e,Mozilla Firefox,Desktop,0
9596146,IDHZlvQfG,2017-01-14 13:17:34,1252446,332072,15912,63767331,a,Mozilla Firefox,Desktop,0
10885391,IDhMGZKAI,2017-01-20 13:18:18,7821662,143790,96313,79906734,b,Edge,Tablet,0
599417,IDTVm8GA0,2017-01-12 02:50:08,3204627,921337,73248,83960204,e,Firefox,Mobile,0
11577820,IDUdSfE5Y,2017-01-16 12:02:43,7978155,3959,1678,99684291,c,InternetExplorer,Desktop,0
2257531,IDk6NwO9l,2017-01-20 17:37:18,,584224,70409,43770446,a,Mozilla Firefox,Desktop,0
4758195,IDUBRldhL,2017-01-17 00:32:39,8105495,486850,98552,50518283,b,Edge,Tablet,0
9812835,IDfmRzl9d,2017-01-11 16:32:53,5989090,645007,6906,98830533,b,Internet Explorer,Tablet,0
11460596,IDxu68t93,2017-01-13 04:00:45,8557446,140809,68947,54526992,a,Edge,Tablet,0
2124937,IDiMpA5pq,2017-01-15 10:30:32,404980,287801,8467,30860214,f,Firefox,Mobile,0
8239326,ID5pLFaQg,2017-01-11 14:56:13,977279,445539,54343,71193712,a,Edge,,0
6831030,IDjMXXQrX,2017-01-18 20:46:12,201166,414421,5602,58604466,b,Mozilla Firefox,Desktop,0
6274976,ID86eY5qH,2017-01-16 16:13:28,2107515,328284,21407,80645978,b,Firefox,Mobile,0
5198631,IDTusxOL3,2017-01-16 12:09:19,5785759,883466,40339,43452411,a,Mozilla Firefox,Desktop,0
11647180,ID5b4ioFk,2017-01-18 14:23:14,2086464,769056,71441,57977218,a,Edge,Tablet,0
2517256,ID34rW5h7,2017-01-18 11:52:17,3499032,859000,92704,93157824,b,Edge,Tablet,0
8006767,ID0Da1OAk,2017-01-20 17:38:38,108231,904811,80692,555603,b,Firefox,Mobile,0
10273767,IDH8BNNZE,2017-01-17 09:06:11,2240973,504956,12211,84522677,b,Mozilla,Desktop,0
1176060,IDvY7Foxn,2017-01-13 08:46:57,6546199,538036,14345,47079934,e,Edge,Tablet,0
10796103,IDYUBGAJ6,2017-01-19 06:11:35,8896401,927720,33638,555603,b,Firefox,Mobile,0
8718150,IDoKjE6Na,2017-01-16 10:55:56,2061118,112935,17118,17488931,f,Edge,Tablet,0
2262817,IDYPTozyF,2017-01-20 11:20:18,1057979,45497,48498,30860214,e,Edge,Tablet,0
9562901,IDU7MqseF,2017-01-13 11:44:41,3283910,361618,73248,7864011,d,Edge,Tablet,0
8972030,IDuykU2U0,2017-01-17 10:20:46,507023,133710,6906,99510044,e,Firefox,Mobile,0
5026686,ID0baQsTU,2017-01-11 11:13:31,,915183,82877,38492160,f,Edge,Tablet,0
9438319,ID3tDIdqp,2017-01-14 07:35:43,7779623,829807,71531,555603,b,Edge,Tablet,0
4672394,IDQKqRawR,2017-01-15 09:56:07,4209019,986829,6906,99510044,e,Mozilla Firefox,Desktop,0
11119989,IDJjAnQxr,2017-01-18 15:29:44,5685217,347846,1678,61940782,f,Firefox,Mobile,0
8679093,IDBiImzqn,2017-01-12 09:20:03,6021,657868,20665,26391770,f,Edge,Tablet,0
10704502,ID1ww8z1Y,2017-01-11 14:59:13,4762702,616153,1678,98322322,b,Mozilla Firefox,Desktop,0
1386627,IDi1WGvrV,2017-01-10 18:13:24,6163541,975467,42227,18243870,f,Edge,Tablet,0
8454417,IDc1Y2rFy,2017-01-20 15:02:47,6306927,694570,10345,33683592,a,Edge,,0
5252839,IDAMcphLw,2017-01-11 08:25:57,2265114,57204,73362,67274540,a,Mozilla Firefox,Desktop,0
9007403,IDWZjdUBy,2017-01-12 15:23:22,7578732,221877,21380,41631117,e,InternetExplorer,Desktop,0
6520381,IDG9TmEwb,2017-01-18 13:37:56,3582169,952200,21380,71063188,b,Mozilla,,0
5625778,IDJfGxKxX,2017-01-20 12:03:28,,510643,80692,27723861,b,InternetExplorer,Desktop,0
11130598,IDw4Z6RzX,2017-01-17 14:08:12,5943563,357471,12052,31388981,e,Mozilla,Desktop,0
3146236,ID2atUZoi,2017-01-15 09:47:03,,126150,1678,76900293,f,Mozilla Firefox,Desktop,0
815179,IDguMrsYS,2017-01-19 16:59:48,6563124,729844,48498,30860214,d,Edge,Tablet,0
2063071,IDdAeKXkf,2017-01-18 12:30:59,1852637,824709,25491,17990842,b,Internet Explorer,Tablet,0
12051473,IDf50dQWy,2017-01-15 18:59:55,4140212,399643,61302,29916445,b,Edge,Tablet,0
1821641,IDh1UYYu4,2017-01-13 14:29:29,424363,804116,92704,93157824,b,Edge,Tablet,0
7375359,ID1oOoEPe,2017-01-17 15:59:43,6833392,211402,41706,4000296,f,Edge,Tablet,0
8968242,ID3uM4JYB,2017-01-19 10:27:03,407705,323846,42227,30860214,b,Mozilla Firefox,Desktop,0
950532,IDueKO9ZX,2017-01-13 11:10:30,3876479,949679,12052,31388981,a,,Tablet,0
8051406,IDZv7k9ys,2017-01-19 06:26:38,3445060,145867,904,94350426,b,Mozilla Firefox,Desktop,0
4402061,IDcaT5oCQ,2017-01-16 13:35:23,7552194,698966,10345,64511164,d,Mozilla,,0
11194253,ID9mp8CvW,2017-01-12 18:08:59,1806596,293302,30580,67147700,a,Edge,,0
6430198,IDTPNmclK,2017-01-20 14:14:31,36398,987962,6906,99510044,e,InternetExplorer,Desktop,0
5387060,ID4o9hQKX,2017-01-20 16:04:03,6897762,214924,97863,56008048,b,Mozilla,Desktop,0
3091787,IDMSnScUU,2017-01-14 16:58:56,3646029,834635,64452,92640312,b,Firefox,Mobile,0
3808923,IDkJtvttm,2017-01-16 13:04:52,2805666,34740,80554,7122654,b,Mozilla Firefox,Desktop,0
10429435,IDF3KmLiF,2017-01-16 15:56:15,5947742,531732,36768,91553313,f,Edge,Tablet,0
1593876,IDxeEMtwd,2017-01-12 14:12:28,6870855,508865,34670,41475976,c,Google Chrome,Mobile,1
11244838,IDB5N0OWZ,2017-01-13 07:52:56,4850977,450857,6906,71165566,f,Edge,Tablet,0
9232530,ID5ffgHC2,2017-01-17 17:35:22,3504497,324025,14960,46997962,f,,Desktop,0
668609,IDoJcCPHq,2017-01-14 06:49:38,2539238,808676,10345,26461535,b,InternetExplorer,Desktop,0
2717487,IDgyCcHqz,2017-01-11 07:27:06,3192044,528294,11837,43770446,b,Firefox,Mobile,0
8572482,IDQ9YEiZo,2017-01-18 10:47:46,3196302,139245,6906,99510044,a,Firefox,Mobile,0
11652556,ID5xJciJc,2017-01-19 17:17:59,,80349,53956,94930037,b,Edge,Tablet,0
5040100,IDnwDlHHh,2017-01-13 10:20:19,,626614,82877,33832190,a,Edge,Tablet,0
3431415,IDHvgPAcI,2017-01-17 11:03:57,4371242,126373,11837,7864011,a,Firefox,Mobile,0
2146370,IDm7tDtUR,2017-01-12 14:32:05,5057997,122483,835,26551485,b,Firefox,Mobile,0
1360011,IDzPDSRF1,2017-01-14 13:52:47,3874294,145004,71642,83175152,d,Google Chrome,Mobile,0
822634,IDw9uyyOo,2017-01-18 09:17:31,2025518,746851,25516,57977218,b,Google Chrome,Mobile,0
9368319,IDRBauYmL,2017-01-11 09:20:17,8118064,802418,64452,92640312,f,Edge,Tablet,0
8538976,IDDq4xeYh,2017-01-17 14:58:55,7880678,503083,25491,79474990,b,Mozilla,Desktop,0
9378077,IDmXQSiHO,2017-01-15 15:35:15,1608776,94013,84987,74868704,f,Firefox,Mobile,0
883796,ID7RHJpay,2017-01-17 17:38:59,7615283,518108,15912,7864011,a,Internet Explorer,Tablet,0
6105975,IDEb3EPs8,2017-01-20 11:45:36,6927679,794305,71441,7122654,a,Edge,Tablet,0
7811426,IDV53sQX4,2017-01-11 15:23:54,2853247,761105,46450,47079934,c,Edge,Tablet,0
6905726,IDPMGxR74,2017-01-11 17:48:43,9242821,883212,6906,98830533,a,Firefox,Mobile,0
847095,IDmHhbFjZ,2017-01-17 12:26:28,8587523,958283,31195,28553354,b,Firefox,,0
4178216,ID5Rick63,2017-01-20 16:34:43,7268210,909625,40339,37135965,b,Edge,Tablet,0
11842685,IDy4Q26o3,2017-01-13 15:26:15,9462198,221281,48498,7864011,b,Edge,,0
9805815,IDhD6DVPR,2017-01-11 21:25:16,5981972,166818,6906,98830533,e,InternetExplorer,Desktop,1
7807668,IDSVGH7Yo,2017-01-16 16:07:33,7015593,634798,80554,7122654,f,Firefox,,0
739788,ID3docKzf,2017-01-11 12:47:58,8330223,177160,17118,17488931,f,Edge,Tablet,0
12122648,IDo3noueH,2017-01-10 16:39:34,,123792,30580,67147700,b,Firefox,Mobile,0
2581310,IDpyouCTW,2017-01-17 20:01:51,6639377,695522,6906,99510044,c,Firefox,Mobile,0
3210618,IDm21b3JN,2017-01-16 14:56:54,8654958,160581,27655,7864011,b,Firefox,Mobile,0
11698775,IDAzeWIEc,2017-01-12 14:08:06,9165828,243263,17118,83172146,f,Edge,,0
10957421,IDqfqhFf1,2017-01-20 07:03:40,1858828,540496,33638,79906734,f,Edge,Tablet,0
2703930,IDFjN8gaR,2017-01-11 15:53:17,9624299,43831,68947,58321067,b,Firefox,Mobile,0
5328905,ID0D1jOYH,2017-01-15 14:54:29,4768457,710307,40339,43452411,e,Firefox,Mobile,0
10527426,IDyXqwgXA,2017-01-20 13:01:13,3167232,888488,61208,39603421,f,InternetExplorer,Desktop,0
4377776,ID79YXCG4,2017-01-20 15:18:27,6987690,578759,26962,77896159,f,Edge,Tablet,0
7655737,IDnUs1ze6,2017-01-19 15:41:58,3048096,434375,33287,4025337,e,Mozilla Firefox,,0
1995338,IDUhqWYwX,2017-01-11 15:18:34,4809522,316165,34670,1569330,a,Firefox,Mobile,0
10177416,IDSDwQkgG,2017-01-14 15:57:44,7157918,750020,97863,36994522,f,InternetExplorer,Desktop,0
9991933,IDVr4sW5O,2017-01-11 19:14:12,3423214,534044,95113,65017662,b,Edge,Tablet,0
4723766,IDwXGmL8m,2017-01-12 09:44:51,227697,134330,55686,17488931,b,Edge,Tablet,0
893624,IDy33LjQ8,2017-01-15 18:08:23,9013651,174168,1678,36110244,b,Firefox,,0
8422440,ID8GFVD6J,2017-01-10 08:46:40,679583,139066,17714,74363610,e,Firefox,Mobile,0
11021918,IDszOuxrA,2017-01-20 14:27:54,4605645,957611,34670,48615529,a,Edge,Tablet,0
6596038,IDUUX3gM5,2017-01-13 13:16:23,489584,103454,48498,93157824,e,IE,Mobile,0
4180237,IDMs2KarR,2017-01-10 13:28:17,6787304,108765,11837,8837581,a,Edge,Tablet,0
4331230,IDcn00Ii4,2017-01-16 16:08:21,9641964,565598,42227,49384126,e,Edge,Tablet,0
3403234,ID4R4d9kF,2017-01-20 11:14:36,,230600,23576,45446370,a,Mozilla,Desktop,0
446944,IDfkWGOit,2017-01-10 14:30:38,7024695,341077,6906,99510044,e,,Desktop,1
6642348,ID7VLu3Ou,2017-01-16 17:43:00,9234956,520310,25436,43770446,a,IE,Mobile,0
9677552,IDlFdkrD6,2017-01-12 07:55:09,4603794,242999,21407,59584425,a,Mozilla,Desktop,0
3810975,IDxvzuHDM,2017-01-17 12:42:46,,221938,17714,29916445,a,Edge,Tablet,0
6395446,IDo0yMkcZ,2017-01-12 12:23:27,3693450,658756,11837,8837581,b,Firefox,Mobile,0
4310439,IDIMkVdXB,2017-01-17 10:26:10,4379735,27059,6436,57977218,b,IE,Mobile,0
11640056,IDGKBg1OU,2017-01-16 13:16:58,6742717,396539,1678,66201904,a,InternetExplorer,Desktop,0
10665392,IDjIqMHjw,2017-01-18 15:59:51,6909829,458832,12052,54630329,a,Edge,Tablet,0
9189083,IDFVsT4PN,2017-01-13 08:40:17,7471277,697970,21407,17488931,b,Edge,Tablet,0
3359641,IDLMqmAFs,2017-01-13 16:55:26,5800449,166436,35046,31388981,a,Internet Explorer,Tablet,0
10039502,IDAvHpTri,2017-01-18 15:29:04,1937042,193090,80554,57977218,b,Edge,Tablet,0
10502381,ID3sgEtsI,2017-01-20 11:40:24,7614195,784944,93286,91553313,b,Firefox,Mobile,0
10518925,ID0Lr8kgn,2017-01-14 22:56:34,7374953,152818,46955,74868704,c,InternetExplorer,Desktop,1
3110377,IDAjsbQwU,2017-01-20 13:13:44,,547844,20322,44110614,e,,,0
8922070,IDCeHHFCF,2017-01-15 10:44:43,4905120,90487,64452,65017662,a,Chrome,Desktop,0
9395148,ID2O65Aop,2017-01-14 14:20:25,,971944,80554,74868704,b,Edge,Tablet,0
12053153,IDOsfNVZr,2017-01-14 13:27:19,,751593,50584,74363610,a,Edge,Tablet,0
8526162,ID29lZ6qy,2017-01-15 21:44:39,,835486,17714,54794527,b,Firefox,Mobile,0
8837664,IDLgDbKb5,2017-01-13 16:20:46,670000,541851,54343,4237811,a,Mozilla Firefox,,0
3574215,IDT07L4Qf,2017-01-11 19:37:19,6349635,82835,40339,37135965,b,Firefox,Mobile,0
214156,IDyeWBOjq,2017-01-20 15:41:07,7346460,861124,17118,7122654,c,Edge,Tablet,0
52680,IDfzrOwXn,2017-01-18 14:42:32,,981041,6906,99510044,b,Firefox,Mobile,0
2416786,ID9nCMtSP,2017-01-11 12:38:27,5685617,568650,45620,31388981,a,Firefox,Mobile,0
4347415,IDo1puQQN,2017-01-17 13:43:53,3474751,792673,79668,61940782,a,Firefox,Mobile,0
10176558,IDhrsE7Ly,2017-01-15 15:26:35,3883986,901356,40339,58321067,a,Firefox,Mobile,0
11761585,IDhenJsII,2017-01-19 11:43:27,1120917,407488,26962,77896159,e,Edge,Tablet,0
3659905,IDuWA6PJ8,2017-01-17 10:34:44,1335996,709142,82877,38492160,c,Firefox,Mobile,0
968886,IDYeiLuL1,2017-01-14 06:46:55,98480,893875,17714,29916445,b,Firefox,Mobile,0
2327086,IDoYiQAuw,2017-01-14 16:00:42,7343569,692657,10345,72161006,b,Edge,,0
9745044,IDDnHwuTx,2017-01-14 12:51:08,7125950,271750,6906,99510044,b,Chrome,Desktop,0
3176014,IDpNDOT0p,2017-01-19 14:02:49,1725555,78704,8414,2835657,b,Mozilla,,0
563741,IDza81meV,2017-01-13 11:38:41,,103541,40339,1189152,b,Firefox,Mobile,0
4033552,IDQtp4HD1,2017-01-16 11:46:56,3903165,287200,98552,70184594,e,,Tablet,0
7603237,IDoapfmcO,2017-01-18 10:29:36,2473599,867412,42227,71040875,e,IE,Mobile,0
8536758,IDE1QAvD1,2017-01-12 11:49:51,6256723,444848,20322,7864011,b,Firefox,Mobile,0
4180390,IDbAGhDtU,2017-01-19 07:15:01,5377742,346385,41706,4000296,e,InternetExplorer,Desktop,0
11181007,IDpCaAob1,2017-01-11 17:43:53,8318942,28996,10345,82022442,b,Edge,Tablet,0
3898983,IDGx3SmGb,2017-01-15 09:12:38,5239968,508032,34670,1569330,b,Mozilla,Desktop,0
9691143,IDXwGP3U3,2017-01-12 17:00:51,6942030,743119,30580,67147700,b,Mozilla Firefox,Desktop,0
2069616,IDxB0alod,2017-01-13 15:14:56,4594591,896194,20322,89663643,b,Mozilla Firefox,Desktop,0
7557434,ID3fX69OJ,2017-01-16 02:11:44,1349611,238815,96184,93157824,e,Google Chrome,Mobile,0
5467177,IDHldiGT2,2017-01-20 15:39:49,7483326,371568,97103,91553313,c,Edge,Tablet,0
3395835,IDixjrKIv,2017-01-15 14:39:27,9596773,655204,97103,82365062,b,Edge,Tablet,0
7377188,IDZFmvRD3,2017-01-10 07:36:53,837641,931854,45620,31388981,b,,Desktop,0
361118,IDpr2Q8dp,2017-01-14 09:05:49,8526842,567295,73248,49384126,b,Edge,Tablet,0
10744303,ID7n0ZuZy,2017-01-20 05:58:17,4096848,920631,97863,56008048,e,Mozilla,Desktop,0
1821472,IDLrh4mzc,2017-01-12 15:32:12,7732563,524449,5602,60774669,b,Google Chrome,Mobile,0
3243742,IDHmU31bh,2017-01-17 16:02:25,7899065,22381,30580,67147700,a,Firefox,,0
10622152,IDjyzuZrV,2017-01-18 19:00:27,284490,115307,904,94350426,a,Firefox,Mobile,0
2808693,IDLY5pOTj,2017-01-17 09:34:20,9460527,599582,10345,82022442,e,Firefox,Mobile,0
9516632,IDC17INHr,2017-01-17 08:19:06,7724980,550575,40339,43452411,c,Firefox,,0
3643613,IDYNhGcCb,2017-01-18 16:12:54,7638790,887434,84228,26391770,b,IE,Mobile,0
6601844,IDEM9eu1j,2017-01-17 16:48:52,3207564,409824,68947,93157824,b,Firefox,Mobile,0
5951539,IDZiWv8fa,2017-01-12 16:28:33,5434861,25528,93286,90093962,b,Firefox,Mobile,0
11316501,ID2EDv6cs,2017-01-16 15:57:53,4829050,222236,64452,87726715,f,Edge,,0
11322710,IDbqvzXHl,2017-01-11 18:47:30,9598949,436204,11837,8837581,a,Internet Explorer,Tablet,0
10706193,IDHLgQuF8,2017-01-14 16:30:59,6857377,177647,53956,67860104,b,Firefox,Mobile,0
10588531,IDMSSSdAB,2017-01-16 08:24:21,9090657,574282,6906,99510044,f,Mozilla,Desktop,0
1559627,ID9SIirai,2017-01-14 13:30:55,319128,538944,26849,47941469,d,Edge,Tablet,0
11131610,IDbJ4Ixto,2017-01-11 19:26:41,9303527,82093,40339,37135965,f,Mozilla Firefox,Desktop,0
8753886,IDTsko2LF,2017-01-12 06:18:27,718817,86378,74711,31463671,f,Mozilla Firefox,Desktop,0
10782190,IDT3BLDgT,2017-01-14 09:33:57,,475700,6906,99510044,b,Edge,Tablet,0
10348125,IDzFXhJC7,2017-01-19 14:08:21,529106,420392,34810,87218752,b,Firefox,,0
11994765,IDaEFamHt,2017-01-15 10:28:14,,141117,82396,15961717,b,Edge,Tablet,0
2084195,IDTzIrWgB,2017-01-18 15:44:18,,311683,5602,89912524,a,Google Chrome,,0
7997209,IDqYEGPhQ,2017-01-17 13:48:26,4407286,406053,54336,31388981,e,Firefox,Mobile,0
10199013,IDaYkv2cK,2017-01-15 08:46:27,3386090,902445,17714,29916445,b,Edge,Tablet,0
1196643,ID8dGjD9h,2017-01-10 14:36:44,6891077,512413,48498,55358028,b,Mozilla,Desktop,0
8186650,IDxp9xmXU,2017-01-20 09:10:43,8268724,971210,17714,2050923,e,Mozilla Firefox,Desktop,0
8757468,IDuae8kuk,2017-01-14 15:08:02,,144054,37718,26461535,f,Mozilla,Desktop,0
2682469,IDBkuuxuB,2017-01-14 11:30:14,9036818,435595,34670,20116446,b,Google Chrome,Mobile,0
10085914,ID0463Yoa,2017-01-17 17:53:14,8337278,468317,63435,11053265,b,Chrome,Desktop,0
592322,IDL4SUABF,2017-01-17 06:16:22,4816229,453675,41706,4000296,b,Mozilla Firefox,,0
9935361,IDHEjBTJh,2017-01-13 10:56:36,8964125,299826,1678,76464134,a,Edge,Tablet,0
1837480,IDcAq9smy,2017-01-15 12:06:48,2421266,98298,87895,61940782,a,Mozilla,Desktop,0
5742454,IDoGMv5K7,2017-01-13 13:26:31,6773446,883466,40339,43452411,a,Firefox,Mobile,0
11799513,IDj2gRIA2,2017-01-17 16:02:37,7875055,568367,98552,16150900,d,Firefox,Mobile,0
5925689,IDeghzizi,2017-01-20 15:38:44,5705733,675577,3037,62689217,b,InternetExplorer,Desktop,0
193886,IDEtQSoQW,2017-01-13 17:47:37,9445321,317227,14960,20116446,f,Firefox,Mobile,0
4880896,IDBNU9GJD,2017-01-13 11:58:03,9866866,548084,5602,76683174,c,Firefox,Mobile,0
5380965,ID4IrSPig,2017-01-15 08:29:49,,569485,92704,95441506,a,InternetExplorer,Desktop,0
1080092,ID0Fqjooc,2017-01-13 09:12:42,771523,98834,61208,91553313,b,Firefox,Mobile,0
5192455,IDByvY4S9,2017-01-18 17:56:10,596479,763926,42227,35888759,a,Mozilla,Desktop,0
118885,IDFHbzgnx,2017-01-12 10:52:22,,196614,71441,7122654,e,Edge,Tablet,0
4174335,IDpIJ7K3y,2017-01-16 10:26:52,9927686,330668,34489,17990842,b,Mozilla,Desktop,0
8089251,IDUjBv5Z4,2017-01-18 11:17:21,3594931,455891,54916,62201833,b,Mozilla,Desktop,0
10246676,IDUW7PF2H,2017-01-16 09:23:41,5261325,71538,5602,48425572,a,Edge,Tablet,0
623822,IDNY0JsGy,2017-01-20 15:28:27,6431698,387121,36768,8958548,b,Edge,Tablet,0
7446997,IDJElUcak,2017-01-16 06:20:44,3665704,848313,42227,43179292,a,Mozilla Firefox,Desktop,0
9369218,IDoiCRfsf,2017-01-15 18:59:43,4798230,204215,904,94350426,a,Mozilla Firefox,Desktop,0
6473440,ID2GqsDiX,2017-01-10 10:27:17,2962473,289926,61302,74868704,f,Edge,Tablet,0
10419729,IDIcDVvQc,2017-01-12 10:07:30,3713002,544687,10345,72161006,e,Edge,Tablet,0
7575580,ID9JUVSCG,2017-01-14 16:46:58,3311392,2415,40339,1189152,b,Mozilla,Desktop,0
7061742,IDw5iIfNd,2017-01-20 09:19:42,7500818,22209,84144,30860214,c,Firefox,,0
5147185,IDyXdIGS7,2017-01-18 15:35:28,,862752,43612,74868704,f,Edge,,0
11451611,ID7E4DJ1O,2017-01-18 09:26:26,1466152,581593,80554,61940782,b,Mozilla Firefox,Desktop,0
7528335,IDqadk544,2017-01-11 13:07:37,8117322,38220,42227,7181598,a,Google Chrome,Mobile,0
4167112,IDfY9jmdR,2017-01-12 13:01:50,,387239,33287,23341324,a,InternetExplorer,Desktop,0
7905597,IDKMy6t7a,2017-01-15 17:01:16,4895754,109612,40339,43452411,b,IE,,0
1391076,IDepv5w6l,2017-01-11 16:30:59,2817379,280681,40339,1189152,a,Mozilla Firefox,Desktop,0
7650215,IDCnKuwVk,2017-01-13 17:11:19,8321759,324506,54125,27723861,b,Mozilla Firefox,Desktop,0
527923,IDX6N0rUH,2017-01-20 16:55:52,6847669,107923,50088,57977218,e,Firefox,Mobile,0
6002086,ID1MlIbQY,2017-01-17 04:49:18,5763323,795186,43897,91553313,b,Safari,Tablet,0
3929759,IDX79hir5,2017-01-14 15:23:50,,17009,12211,84522677,c,Edge,Tablet,0
9699616,IDFqhWN2k,2017-01-18 16:38:33,3210680,647339,989,51545768,b,InternetExplorer,Desktop,0
10247112,IDz8GChHK,2017-01-18 12:35:18,546751,564229,40339,43452411,b,Edge,Tablet,0
2521664,IDglF7UqC,2017-01-11 17:32:42,9356252,125854,20322,35888759,c,Edge,Tablet,0
6589460,IDwpf7mQ2,2017-01-13 12:04:02,1684186,992142,64452,65017662,b,Firefox,Mobile,0
6022991,IDB19DsVB,2017-01-16 16:35:56,6009297,534513,84987,76367582,b,Mozilla,Desktop,0
7372500,IDdiEyXWx,2017-01-17 17:25:05,677617,369601,65251,57977218,b,Edge,Tablet,0
8595435,IDQ5KWupx,2017-01-11 00:52:13,3571010,75270,82129,57977218,d,InternetExplorer,Desktop,1
256149,IDl6lcTUQ,2017-01-16 15:12:06,9500674,849902,11837,56546102,b,Edge,Tablet,0
2639587,IDq0XrfmB,2017-01-16 16:00:44,4344680,260907,40339,13742268,a,Firefox,,0
3294390,IDXpjbKjL,2017-01-12 16:28:08,7074750,76788,17714,74363610,d,Firefox,Mobile,0
10666240,IDF9cIrye,2017-01-12 09:27:45,4485659,447941,45620,31388981,b,InternetExplorer,Desktop,0
223676,IDf2xDBAM,2017-01-14 14:10:24,449221,654169,6906,99510044,b,Safari,Tablet,0
1203064,IDiwIyWm2,2017-01-18 17:57:17,6680720,931781,8467,88843407,f,Edge,Tablet,0
3657852,IDMWdFnCV,2017-01-12 15:12:39,1881845,144214,95113,65017662,b,IE,Mobile,0
5297105,IDYh2r7Zh,2017-01-15 08:00:41,7244768,493330,40339,77046603,b,IE,Mobile,0
4668795,IDZcVtWad,2017-01-12 09:03:04,8090760,446753,43897,38904121,a,Google Chrome,Mobile,1
11556654,IDXlHSsrb,2017-01-12 18:18:59,6898202,683260,50088,57977218,b,Opera,Mobile,0
4470036,IDs7YYosj,2017-01-20 13:17:13,9520349,313292,2053,27723861,a,Firefox,Mobile,0
11484641,IDt2iIGvB,2017-01-15 11:13:26,2421266,28683,25436,81758577,b,Mozilla Firefox,Desktop,0
806610,IDCFnnKy7,2017-01-15 13:07:02,6477901,732028,6906,99510044,b,Firefox,Mobile,0
5434535,IDw8tZ5VY,2017-01-13 09:43:54,3730380,740633,42227,43770446,b,Edge,Tablet,0
3213132,ID20YQGi5,2017-01-20 05:01:21,5389362,710307,40339,43452411,a,Edge,Tablet,0
574911,IDP9e90AS,2017-01-16 13:08:26,,519469,41706,4000296,d,Mozilla,Desktop,0
9898839,IDrYXDfHd,2017-01-17 10:56:26,7918298,511627,34670,6171136,a,IE,Mobile,0
8018595,IDbqU9d3K,2017-01-10 10:04:12,6793290,170728,5602,58604466,b,Mozilla,Desktop,0
66705,IDuMpN7ZI,2017-01-10 15:36:52,1898142,216968,97863,3156697,b,Edge,Tablet,0
6753411,IDgVn7hgO,2017-01-18 08:20:07,7464179,604192,12211,50595884,f,Mozilla,Desktop,0
10241205,IDHGfcS64,2017-01-10 17:52:45,1512420,357915,3643,27723861,b,Edge,Tablet,0
6452003,IDWQuAz7h,2017-01-20 08:37:49,6973113,657911,13412,77318092,a,Edge,Tablet,0
11775694,IDQWamMnl,2017-01-19 16:33:18,1378505,343040,45620,31388981,a,IE,,0
3902316,ID3kX5bN1,2017-01-14 15:21:56,8888752,829933,1678,76464134,b,Edge,Tablet,0
3236250,IDoiU8YUG,2017-01-14 12:53:10,307889,672475,33287,10404744,b,Edge,Tablet,0
10070715,IDWm80ZSX,2017-01-11 16:19:22,,447515,33033,3156697,d,Edge,Tablet,0
6255441,IDVz7NLsK,2017-01-20 17:50:28,5216666,157882,1069,89663643,d,Firefox,Mobile,0
730604,IDWmDJ5af,2017-01-20 17:09:20,827708,52454,25516,43770446,e,Google Chrome,Mobile,0
4956730,IDTap6XC4,2017-01-16 21:57:57,395662,836392,92704,35888759,c,InternetExplorer,Desktop,1
8392454,IDUV23gsc,2017-01-11 17:33:31,6831767,104578,80554,7122654,b,Edge,Tablet,0
8899785,IDen7fS8k,2017-01-12 06:50:35,4372279,362139,46365,27723861,b,Firefox,,0
5345554,IDd48q9dR,2017-01-17 15:00:17,3039169,517562,12211,43526789,e,Firefox,Mobile,0
4707602,IDoJKnW58,2017-01-13 18:51:51,5672370,690898,904,26391770,b,Firefox,,0
123361,IDROMlTO5,2017-01-20 13:21:28,4729502,634189,26162,79906734,b,Firefox,Mobile,0
667844,IDmoX2Tyj,2017-01-13 05:49:02,7969735,280836,17714,74868704,b,IE,,0
8016079,IDPAI7R2b,2017-01-17 16:16:59,3033732,453976,17714,2050923,b,Chrome,Desktop,0
10626706,IDOGMDNjW,2017-01-14 22:24:30,,93139,13412,77318092,b,Edge,,0
4754661,ID2Aq5i8Y,2017-01-14 10:39:54,8048904,445678,1678,52437512,a,Edge,Tablet,0
1600252,ID30BOgAO,2017-01-11 14:35:19,3023612,575915,5602,42073648,a,Firefox,Mobile,0
